stud_no,firstname,lastname,gender,avg_grade,IQ,birthdate,hometown
5355,Bernice,Goodwin,Female,1.561538,87,4/25/1986 0:00,SAN FRANCISCO
5356,Keith,Turner,Male,1.561538,110,5/20/1984 0:00,ILIGAN CITY
5357,Harriett,Long,Female,1.203846,106,4/26/1986 0:00,TALISAY CITY
5358,Leila,Hayes,Female,1.676923,122,7/14/1986 0:00,Bislig City
5359,Keith,Powell,Male,2.330769,88,12/14/1986 0:00,DAAN BANTAYAN
5360,Eunice,Little,Female,1.515384,100,4/3/1986 0:00,CEBU CITY
5361,Danny,Carson,Male,2.046153,94,6/3/1986 0:00,CARMEN
5362,Herman,Conner,Female,2.438461,101,6/14/1985 0:00,SOGOD
5363,Russell,Strickland,Male,2.182608,97,2/12/1986 0:00,CEBU CITY
5364,Lucille,Hunt,Female,2.228,80,8/9/1986 0:00,INABANGA
5365,Mina,Schneider,Female,1.576923,108,10/3/1986 0:00,INABANGA
5366,Caleb,Holloway,Male,1.930769,95,2/11/1986 0:00,TALISAY CITY
5367,Mabel,Gregory,Male,1.492307,111,10/31/1985 0:00,TABOGON
5368,Maurice,Clark,Female,1.923076,90,12/30/1985 0:00,MANDAUE CITY
5369,Sylvia,Barrett,Female,1.891304,95,11/12/1985 0:00,CEBU CITY
5370,Ola,Cook,Male,1.773913,100,12/27/1986 0:00,PINAMUNGAHAN
5371,Luella,Santos,Male,1.573076,94,4/24/1986 0:00,ZAMBOANGA DEL SUR
5372,Carrie,Hicks,Male,2.238461,95,7/24/1983 0:00,BOGO CITY
5373,Dollie,Johnston,Female,1.826923,99,7/31/1986 0:00,MAINIT
5374,Kate,Marshall,Male,1.85,94,12/26/1985 0:00,ESPERANZA
5375,Alma,Greer,Male,1.5,111,11/8/1989 0:00,CEBU CITY
5376,Daisy,Dean,Female,1.756521,72,10/25/1986 0:00,TABOGON
5377,Lucille,Elliott,Female,2.06923,84,4/6/1986 0:00,"CEBU CITY,"
5378,Daisy,Nichols,Male,2.27826,106,3/20/1986 0:00,MANDAUE CITY
5379,Alma,Crawford,Male,1.673076,104,11/16/1986 0:00,SOGOD
5380,Lenora,Gordon,Male,1.796153,97,4/22/1986 0:00,AURORA
5381,Sam,Morales,Male,1.588,102,2/12/1986 0:00,MANDAUE CITY
5382,Vincent,Chandler,Female,1.565384,89,2/20/1986 0:00,SAN FERNANDO
5383,Lida,Wade,Male,1.330434,106,12/29/1985 0:00,CEBU CITY
5384,Ethel,Gutierrez,Male,2.260869,94,5/13/1986 0:00,CEBU CITY
5385,Augusta,Alvarez,Male,1.253846,109,12/23/1986 0:00,SAN FERNANDO
5386,Adele,Poole,Male,1.91923,102,1/10/1986 0:00,MANDAUE CITY
5387,Adeline,Graves,Male,1.523076,95,9/6/1986 0:00,TALISAY CITY
5388,Georgia,Wilkerson,Female,2.188461,91,3/29/1985 0:00,CEBU CITY
5389,Martha,Webb,Male,1.807692,95,9/19/1986 0:00,DANAO CITY
5390,Gabriel,Nash,Male,2.065384,84,8/9/1986 0:00,SAINT BERNARD
5391,Lina,Brown,Female,1.7,115,1/27/1986 0:00,LAPU-LAPU CITY
5392,Fannie,Nguyen,Male,2.46923,94,7/16/1987 0:00,PAGADIAN CITY
5393,Jimmy,Cook,Male,1.656521,102,6/27/1985 0:00,CEBU CITY
5394,Lizzie,Santos,Male,1.627586,98,6/11/1985 0:00,IMELDA
5395,Leroy,Massey,Male,1.692307,90,9/22/1986 0:00,PIO V. CORPUS
5396,Francisco,Murphy,Male,2.503846,68,10/11/1986 0:00,PANAON
5397,Scott,Zimmerman,Female,1.757692,99,11/7/1985 0:00,VILLABA
5398,Joel,Fowler,Male,1.457692,101,6/18/1989 0:00,MINGLANILLA
5399,Julia,Sims,Male,2.068965,94,7/23/1986 0:00,MANDAUE CITY
5400,Hunter,Cain,Female,1.707692,84,5/6/1987 0:00,RONDA
5401,Evelyn,Morales,Male,1.911538,83,2/15/1986 0:00,CEBU CITY
5402,Victor,Bryan,Female,1.91923,96,10/18/1985 0:00,CEBU CITY
5403,Alex,Carr,Male,1.916,93,8/13/1986 0:00,"CEBU CITY,"
5404,Larry,Ingram,Male,2.580769,86,1/15/1987 0:00,LABANGAN
5405,Lura,Love,Female,2.466666,96,11/13/1986 0:00,NAVAL
5406,Darrell,Barker,Female,1.596153,99,12/24/1985 0:00,DALAGUETE
5407,Estella,Cross,Female,1.934615,90,4/24/1986 0:00,DALAGUETE
5408,Luella,Copeland,Male,1.6,94,11/15/1986 0:00,MANDAUE CITY
5409,Miguel,Shaw,Female,1.66,100,6/18/1986 0:00,MANDAUE CITY
5410,Aaron,Watts,Female,1.911538,123,8/24/1986 0:00,MANDAUE CITY
5411,Eliza,Wolfe,Male,1.4,104,5/14/1986 0:00,LILOAN
5412,Tillie,Carson,Male,1.238461,94,8/29/1986 0:00,"MANDAUE CITY,"
5413,Cory,Welch,Male,1.546153,112,6/4/1986 0:00,SAPANG DALAGA
5414,Ola,Woods,Male,1.41923,121,5/4/1986 0:00,TOLEDO CITY
5415,Lina,Logan,Male,1.742307,100,10/21/1986 0:00,CEBU CITY
5416,Nathan,Guerrero,Female,1.334615,111,4/29/1987 0:00,TOLEDO CITY
5417,Lora,Holt,Male,1.56923,85,10/7/1986 0:00,TOLEDO CITY
5418,Melvin,Taylor,Female,1.542307,114,9/10/1984 0:00,MANDAUE CITY
5419,Bruce,Knight,Male,1.313043,130,3/27/1986 0:00,LAPU-LAPU CITY
5420,Nora,Swanson,Female,1.182608,129,8/19/1986 0:00,LILOAN
5421,Ellen,Santiago,Female,1.2,117,3/30/1986 0:00,CEBU CITY
5422,Oscar,Frazier,Male,1.973076,96,2/27/1985 0:00,TALISAY CITY
5423,Jeff,Cook,Female,2.35,103,10/10/1986 0:00,BORONGAN
5424,Larry,Figueroa,Male,2.217391,94,3/10/1986 0:00,BOGO
5425,Lewis,Rodriguez,Male,2.133333,95,3/19/1986 0:00,TALISAY CITY
5426,George,Mack,Female,2.174074,88,7/16/1985 0:00,CEBU CITY
5427,Mark,Ray,Female,1.365384,106,3/16/1986 0:00,CEBU CITY
5428,Celia,Fernandez,Female,2.2625,112,11/2/1986 0:00,CEBU CITY
5429,Leon,Miller,Male,1.984,84,5/1/1987 0:00,BORONGAN
5430,Addie,Drake,Female,1.503846,101,8/11/1986 0:00,MINGLANILLA
5431,Caroline,Burns,Male,2.017391,101,10/22/1986 0:00,ASTURIAS
5432,Tommy,Love,Female,2.288461,85,5/8/1986 0:00,Talisay City
5433,Dorothy,Glover,Male,1.326923,102,10/2/1986 0:00,CEBU CITY
5434,Bernice,Erickson,Female,1.869565,96,8/26/1985 0:00,TABOGON
5435,Matilda,Blake,Male,1.384615,106,7/7/1982 0:00,COMPOSTELA
5436,Olive,Robbins,Female,2.023076,78,8/5/1986 0:00,CEBU CITY
5437,Allie,Frank,Male,1.957692,92,12/12/1985 0:00,GUIHULNGAN
5438,Ruth,Peters,Female,1.926923,93,11/11/1985 0:00,MANDAUE CITY
5439,Daisy,Davidson,Male,1.857692,97,5/27/1987 0:00,"RONDA,"
5440,Iva,Dunn,Male,1.25,105,5/22/1986 0:00,CEBU CITY
5441,Dylan,Boone,Female,1.908333,117,10/18/1986 0:00,MANDAUE CITY
5442,Frederick,Lawson,Male,1.507692,93,9/16/1986 0:00,CALBAYOG CITY
5443,Cora,Martinez,Male,1.553846,106,7/20/1984 0:00,CATBALOGAN
5444,Pauline,Thomas,Male,2.157692,80,4/1/1986 0:00,"LAPU-LAPU CITY, cebu 6015"
5445,Francisco,Cook,Male,1.496153,90,12/24/1985 0:00,TALISAY CITY
5446,Hettie,Hardy,Female,1.680769,98,3/19/1985 0:00, TALISAY  CITY
5447,Barry,Bishop,Male,1.892307,90,5/11/1986 0:00,CEBU CITY
5448,Norman,Clayton,Male,1.673076,110,1/10/1985 0:00,MEDELLIN
5449,Harriet,Elliott,Female,1.457692,109,11/16/1988 0:00,MULONDO
5450,Cora,Flores,Female,1.884615,105,3/21/1986 0:00,SANTA MONICA
5451,Luella,Kennedy,Male,2.276923,83,11/24/1987 0:00,ESPERANZA
5452,Adeline,Lindsey,Male,1.573076,106,5/2/1986 0:00,MINGLANILLA
5453,Sadie,Rowe,Male,1.6,113,2/23/1986 0:00,CARCAR
5454,Ruby,Bowen,Male,1.661538,86,8/27/1986 0:00,BORBON
5455,Dorothy,Byrd,Female,2.457692,94,12/12/1986 0:00,DUMANJUG
5456,Roy,Ortiz,Male,1.405882,108,4/22/1981 0:00,SAMBAON
5457,Cecilia,Nguyen,Male,1.773076,96,7/12/1985 0:00,CEBU CITY
5458,Lela,McCormick,Male,1.415384,90,1/8/1986 0:00,CEBU CITY
5459,Victoria,Foster,Female,1.884615,101,8/27/1986 0:00,CORDOVA
5460,Billy,Fernandez,Male,1.7,113,1/24/1984 0:00,NAGA
5461,Jon,Conner,Female,1.584615,100,2/16/1980 0:00,CEBU CITY
5462,Marvin,Banks,Male,1.511538,107,5/5/1986 0:00,TOLEDO CITY
5463,Mildred,Haynes,Female,1.9,89,10/11/1985 0:00,MINGLANILLA
5464,Richard,Manning,Male,1.334615,121,5/7/1986 0:00,DAANBANTAYAN
5465,Nathan,Barnes,Female,2.423076,87,9/5/1976 0:00,AURORA
5466,May,Gibson,Female,1.788461,75,11/7/1986 0:00,LAPU-LAPU CITY
5467,William,Wong,Male,2.376923,86,8/18/1986 0:00,LAPU-LAPU CITY
5468,Dollie,Hubbard,Male,1.707692,97,7/18/1986 0:00,TACLOBAN CITY
5469,Essie,Lopez,Female,2.026923,104,11/18/1986 0:00,CEBU CITY
5470,Nellie,Rios,Male,2,113,10/12/1986 0:00,TALISAY CITY
5471,Olga,Gutierrez,Female,2.042307,90,10/30/1986 0:00,CEBU CITY
5472,Billy,Armstrong,Female,1.8,95,9/30/1986 0:00,MALITBOG
5473,Bertha,Howard,Male,2.023076,74,7/21/1986 0:00,CEBU CITY
5474,Leona,Olson,Male,2.27931,86,12/29/1986 0:00,RONDA
5475,Paul,Barber,Female,2.634782,97,9/5/1986 0:00,CEBU CITY
5476,Warren,Hughes,Male,1.52,102,1/2/1986 0:00,BUENAVISTA
5477,Teresa,Reyes,Male,2.180769,104,7/7/1986 0:00,PALOMPON
5478,Thomas,Moran,Female,2.095652,79,12/12/1985 0:00,CEBU CITY
5479,Catherine,Walton,Female,1.9,98,8/18/1987 0:00,NAGA
5480,Ian,Bass,Male,1.634615,92,12/25/1986 0:00,"TALISAY CITY,"
5481,Brent,Nunez,Female,1.811538,99,9/5/1990 0:00,CEBU CITY
5482,Lester,Larson,Female,1.711538,114,11/16/1986 0:00,TOLEDO CITY
5483,Winifred,Chapman,Male,1.507692,95,2/9/1986 0:00,MANDAUE CITY
5484,Virginia,Greene,Female,2.376923,91,9/10/1986 0:00,CEBU CITY
5485,Frances,King,Female,1.8,101,11/9/1986 0:00,TUBIGON
5486,Blake,Wood,Male,1.993103,98,7/4/1986 0:00,CEBU CITY
5487,Billy,Lyons,Male,2.034615,103,5/2/1986 0:00,CANLAON CITY
5488,Rhoda,Rios,Male,1.982608,99,9/7/1986 0:00,KITCHARAO
5489,Olivia,Porter,Male,1.51923,102,12/29/1985 0:00,Toledo City
5490,Zachary,Cooper,Female,2.335,89,12/6/1986 0:00,JIMALALUD
5491,Elizabeth,Clarke,Female,1.443478,109,1/6/1985 0:00,DALAGUETE
5492,Gordon,Coleman,Female,1.656521,111,1/8/1987 0:00,CEBU CITY
5493,Georgie,Hudson,Male,2.357692,89,3/10/1984 0:00,CEBU CITY
5494,Carolyn,Gilbert,Female,2.56923,74,1/15/1986 0:00,BALAMBAN
5495,Mae,Wilkins,Female,2.022222,93,4/23/1985 0:00,MARGO SA TUBIG
5496,Shane,Ramirez,Female,1.657692,105,9/21/1986 0:00,TALISAY CITY
5497,Cole,Moody,Male,1.553846,79,9/20/1985 0:00,CEBU CITY
5498,Mason,Fisher,Male,1.3,120,3/17/1986 0:00,CEBU CITY
5499,Helen,Berry,Male,1.926086,99,9/2/1986 0:00,CEBU CITY
5500,Stella,Dennis,Male,1.638461,107,9/11/1986 0:00,LAPU-LAPU CITY
5501,Gary,Roberson,Female,1.434615,112,10/16/1986 0:00,"SIBONGA,"
5502,Mason,Hines,Male,1.653846,119,8/3/1986 0:00,MINGLANILLA
5503,Fanny,Warner,Male,1.965217,104,12/8/1985 0:00,CANTILAN
5504,Luella,Brooks,Male,1.782608,100,10/21/1984 0:00,MANDAUE CITY
5505,Winnie,Bowers,Male,1.676,115,8/28/1986 0:00,MANDAUE CITY
5506,Hettie,Woods,Female,2.129166,105,5/27/1986 0:00,CORDOVA
5507,Jacob,Moore,Female,1.503846,94,3/10/1985 0:00,NAVAL
5508,Theresa,Paul,Female,1.9,94,7/19/1986 0:00,LAPU-LAPU CITY
5509,Willie,Hill,Female,1.713043,97,3/29/1985 0:00,UBAY
5510,Elizabeth,Swanson,Female,1.923076,101,4/11/1985 0:00,TALISAY CITY
5511,Rosa,Ray,Male,2.166666,113,11/19/1986 0:00,"HINUNDAYAN,"
5512,Russell,Haynes,Male,1.946153,87,11/11/1982 0:00,CEBU CITY
5513,Margaret,Kelley,Female,1.665384,90,6/25/1986 0:00,CEBU CITY
5514,Michael,Conner,Female,2.417391,108,4/4/1986 0:00,"CEBU CITY,"
5515,Minerva,Little,Male,1.866666,111,4/21/1983 0:00,SAN CARLOS CITY
5516,Belle,Buchanan,Male,1.983333,105,2/23/1985 0:00,CEBU CITY
5517,Brett,Love,Female,1.67037,114,6/26/1984 0:00,CONSOLACION
5518,Michael,Kelly,Female,1.4,99,6/13/1985 0:00,SAN CARLOS CITY
5519,Bernard,Bowers,Male,1.8,95,3/15/1983 0:00,NAGA
5520,Olga,Thomas,Male,1.6,100,8/13/1980 0:00,MANDAUE CITY
5521,Ernest,Long,Female,1.795652,95,12/13/1979 0:00,TOLEDO CITY
5522,Jerry,Newton,Male,1.316666,91,7/7/1984 0:00,SIQUIJOR
5523,Troy,Ortega,Male,1.580769,99,7/19/1986 0:00,CEBU CITY
5524,Ellen,Nash,Male,2.169565,95,8/9/1985 0:00,LAPU-LAPU CITY
5525,Benjamin,Hernandez,Male,1.596153,113,9/2/1985 0:00,CEBU CITY
5526,Derrick,Buchanan,Female,2.1625,100,3/2/1986 0:00,TUBURAN
5527,Garrett,Malone,Male,2.085714,92,11/19/1986 0:00,CEBU CITY
5528,Millie,Newton,Male,1.882608,80,8/6/1986 0:00,CEBU CITY
5529,Edward,Davis,Male,2.234782,102,7/17/1980 0:00,TALISAY CITY
5530,Olga,Price,Female,2.255172,81,5/19/1983 0:00,BISLIG
5531,Nell,Chavez,Female,2.052631,107,4/20/1983 0:00,"CANTILAN,"
5532,Winifred,Alvarez,Female,1.480769,119,5/3/1984 0:00,LAPU-LAPU CITY
5533,Tony,Mullins,Male,2.04,90,5/29/1986 0:00,TALISAY CITY
5534,Janie,May,Male,2.23913,94,11/3/1986 0:00,LABASON
5535,Grace,Jefferson,Male,2.093103,99,7/8/1985 0:00,MADRIDEJOS
5536,Allen,Pope,Female,1.326923,100,9/12/1984 0:00,SOGOD
5537,Alvin,Cruz,Male,1.976923,89,2/15/1985 0:00,NAVAL
5538,Pearl,Salazar,Female,1.488461,113,8/19/1986 0:00,MANDAUE CITY
5539,Ethan,Price,Male,1.588461,90,10/29/1984 0:00,MINGLANILLA
5540,Rodney,Sullivan,Female,2.2875,86,7/27/1983 0:00,CITY OF NAGA
5541,Bernard,Bush,Male,1.233333,104,8/12/1985 0:00,CEBU CITY
5542,Jeremy,Sanchez,Female,1.985714,100,11/30/1986 0:00,CEBU CITY
5543,Tillie,Reynolds,Female,1.84,102,8/29/1985 0:00,CARCAR CITY
5544,Thomas,Jennings,Female,1.357142,96,7/13/1984 0:00,"CEBU CITY,"
5545,Lee,McDaniel,Female,1.85,122,4/26/1983 0:00,LILO-AN
5546,Maud,Johnston,Male,1.889473,104,1/28/1983 0:00,CEBU CITY
5547,Anthony,Santiago,Female,1.852173,85,2/26/1986 0:00,NAGA
5548,Mina,Ortega,Male,1.852173,99,5/12/1985 0:00,MANDAUE CITY
5549,Nathaniel,Diaz,Male,1.746153,97,11/29/1976 0:00,NAGA
5550,Mitchell,Hunt,Female,1.596153,96,5/30/1985 0:00,LILOAN
5551,Joe,Lucas,Female,1.707692,105,2/19/1986 0:00,BOGO
5552,Benjamin,Bradley,Female,2.6,103,1/11/1984 0:00,TACLOBAN CITY
5553,Lucas,Perkins,Female,1.894117,85,3/15/1974 0:00,MINGLANILLA
5554,Aaron,Pierce,Male,1.58,92,5/3/1982 0:00,CONSOLACION
5555,Erik,Ray,Female,1.685714,94,8/12/1984 0:00,BAYAWAN CITY
5556,Jack,Francis,Female,1.44,99,9/1/1983 0:00,BAROBO
5557,Jane,Gray,Female,1.986666,97,11/5/1985 0:00,CEBU CITY
5558,Ella,Salazar,Female,1.383333,86,12/11/1985 0:00,CEBU CITY
5559,Isabelle,Griffin,Female,2.117391,89,12/15/1984 0:00,BUUG
5560,Hilda,Vega,Male,1.457894,94,11/30/1984 0:00,PALOMPON
5561,Theodore,Burgess,Male,1.666666,88,10/29/1985 0:00,LAPU-LAPU CITY
5562,Ricky,Phillips,Male,1.8,84,11/18/1984 0:00,LAPU-LAPU CITY
5563,Josie,Gomez,Male,2.3,85,8/26/1985 0:00,CEBU CITY
5564,Jean,Morris,Male,1.983333,116,10/9/1985 0:00,CEBU CITY
5565,Melvin,Gonzalez,Male,1.46,105,9/19/1985 0:00,LAPU-LAPU
5566,Hettie,Fowler,Female,2.046153,97,6/28/1985 0:00,NAGA
5567,Emilie,Franklin,Female,1.303846,113,9/23/1982 0:00,TALISAY CITY
5568,Helen,Singleton,Female,1.711764,120,6/5/1984 0:00,TAGBILARAN CITY
5569,Mina,Rice,Female,2.34,83,4/26/1985 0:00,TALIBON
5570,Isaiah,Smith,Female,1.783333,98,6/26/1986 0:00,TALISAY CITY
5571,Barry,Jimenez,Female,1.796153,100,10/21/1984 0:00,MAGSAYSAY
5572,Theresa,Kelley,Male,1.891304,92,11/20/1981 0:00,NAGA
5573,Steve,Sanders,Male,1.376923,96,1/20/1985 0:00,CEBU CITY
5574,Don,Abbott,Male,1.583333,89,11/7/1985 0:00,CEBU CITY
5575,Gertrude,Byrd,Male,2.25,99,5/24/1985 0:00,CORDOVA
5576,Janie,Roy,Male,1.733333,88,4/29/1986 0:00,LAPU-LAPU CITY
5577,Myrtie,Taylor,Female,1.766666,107,12/9/1977 0:00,CARCAR
5578,Ida,Bass,Female,2.266666,94,12/26/1980 0:00,TALAKAG
5579,Ruth,Harris,Male,2.283333,88,11/4/1986 0:00,CEBU CITY
5580,Ivan,Washington,Female,1.353846,107,12/11/1986 0:00,"MINGLANILLA,"
5581,Birdie,Barnes,Male,2.155,92,8/28/1985 0:00,TALISAY CITY
5582,Birdie,Briggs,Female,2.127272,102,10/10/1985 0:00,DANAO CITY
5583,Alexander,Barber,Female,1.473076,91,1/8/1984 0:00,CEBU CITY
5584,May,Caldwell,Female,2.616666,96,12/22/1984 0:00,ARGAO
5585,Mae,Cortez,Female,1.664705,84,3/21/1986 0:00,CEBU CITY
5586,Clarence,Hamilton,Female,1.864705,100,7/13/1983 0:00,CEBU CITY
5587,Lydia,Price,Male,2.05,97,10/28/1985 0:00,BISLIG
5588,Ray,Zimmerman,Female,1.933333,88,5/24/1985 0:00,MEDINA
5589,Eugenia,Rodriquez,Male,1.469565,101,7/1/1985 0:00,DAANBANTAYAN
5590,Joe,Vasquez,Female,1.557142,108,11/8/1985 0:00,CEBU CITY
5591,Nina,Gardner,Male,1.396,111,6/21/1984 0:00,LAPU-LAPU CITY
5592,Joshua,Woods,Male,1.3375,101,10/2/1984 0:00,LAPU-LAPU CITY
5593,Nicholas,Neal,Male,1.384615,107,6/10/1985 0:00,CEBU CITY
5594,Dylan,Morris,Male,1.86,106,7/2/1985 0:00,ESCALANTE CITY
5595,Beulah,Salazar,Male,2.1,107,5/16/1982 0:00,CEBU CITY
5596,Eddie,Warren,Male,2.55,86,9/17/1984 0:00,KAUSWAGAN
5597,Emily,Crawford,Female,1.98,99,12/20/1985 0:00,CATAINGAN
5598,Rebecca,Ferguson,Female,1.514285,88,7/7/1986 0:00,PAGADIAN CITY
5599,Logan,Duncan,Female,2.642857,101,1/27/1984 0:00,SOGOD
5600,Landon,Harris,Female,2.323076,110,1/22/1985 0:00,PARANAS
5601,Nathan,Mack,Male,2.273076,101,6/28/1983 0:00,TALISAY CITY
5602,Jennie,McGuire,Male,2.171428,99,3/24/1983 0:00,PALO
5603,Victor,Wolfe,Female,1.7,101,12/12/1986 0:00,CEBU CITY
5604,Sylvia,Figueroa,Female,1.6,96,3/14/1986 0:00,LAPU-LAPU CITY
5605,Amanda,Lowe,Male,1.892307,102,9/21/1986 0:00,TALIBON
5606,Luis,Elliott,Female,2.34,95,2/1/1982 0:00,BOLJO-ON
5607,Stella,Carlson,Male,1.812,84,12/23/1984 0:00,Toledo City
5608,Kate,Carpenter,Male,1.571428,100,12/26/1976 0:00,CEBU CITY
5609,Harold,Bass,Female,1.726666,108,4/5/1983 0:00,CEBU CITY
5610,Juan,Blake,Female,2.292307,100,1/19/1978 0:00,LILOAN
5611,Josie,Lloyd,Male,2.157692,79,2/22/1985 0:00,MANDAUE CITY
5612,Gene,Delgado,Female,1.723076,101,9/23/1986 0:00,DALAGUETE
5613,Etta,Logan,Male,1.676923,97,9/13/1982 0:00,CEBU CITY
5614,Floyd,Stanley,Female,2.341379,78,3/26/1984 0:00,TALISAY CITY
5615,Mike,Collier,Male,2.3,70,2/18/1985 0:00,TALISAY
5616,Harriet,Sanchez,Male,2.482142,87,8/2/1980 0:00,INABANGA
5617,Lydia,Quinn,Male,1.860714,106,8/8/1986 0:00,CEBU CITY
5618,May,Parsons,Female,1.905,95,1/29/1986 0:00,CEBU CITY
5619,Patrick,Knight,Female,1.916,110,6/2/1985 0:00,MABINI
5620,Frederick,Kennedy,Male,1.426923,109,8/19/1985 0:00,CEBU CITY
5621,Betty,Abbott,Female,1.970588,84,3/20/1985 0:00,LAPU-LAPU CITY
5622,Mayme,Barrett,Male,2.192307,84,6/29/1985 0:00,CEBU CITY
5623,Gene,Mathis,Female,1.315384,116,11/20/1988 0:00,TALISAY CITY
5624,Adeline,Nelson,Female,1.2,86,1/6/1986 0:00,MANDAUE CITY
5625,Beulah,Norris,Male,2.392307,105,1/8/1982 0:00,CORDOVA
5626,Christopher,Horton,Female,2.257142,104,1/30/1990 0:00,"UPPER TULAY, MINGNLANILLA"
5627,Daisy,McLaughlin,Female,1.94,88,1/16/1986 0:00,ORMOC CITY
5628,Marcus,Moore,Female,1.71923,100,7/26/1984 0:00,TOLEDO CITY
5629,Minerva,Williamson,Female,2.395652,92,1/11/1985 0:00,CEBU CITY
5630,Matthew,Flowers,Female,1.75,88,3/15/1986 0:00,HINDANG
5631,Steve,Banks,Female,2.358333,73,10/6/1982 0:00,MANDAUE CITY
5632,Eunice,Keller,Male,1.996153,108,9/8/1971 0:00,LAS PIÑAS
5633,Matilda,Guerrero,Female,2.204347,100,5/13/1985 0:00,BALAMBAN
5634,Claudia,Gross,Female,1.630769,102,11/18/1984 0:00,LALA
5635,Addie,Sandoval,Male,2,99,2/1/1986 0:00,DANAO CITY
5636,Beulah,Waters,Female,2.490476,79,5/11/1984 0:00,NAGA CITY
5637,Josephine,Reid,Male,1.653846,122,7/28/1983 0:00,CEBU CITY
5638,Phoebe,Price,Male,1.973076,100,1/19/1986 0:00,ISABEL
5639,Brian,Weaver,Female,2.268421,99,10/7/1987 0:00,CARCAR CITY
5640,Hannah,Griffith,Male,2.173913,102,1/26/1987 0:00,BISLIG CITY
5641,Mattie,Schmidt,Male,2.186206,84,11/7/1984 0:00,TOLEDO CITY
5642,Ophelia,Brown,Female,1.484615,96,12/16/1986 0:00,ILIGAN CITY
5643,Keith,Swanson,Female,2.073076,106,6/2/1985 0:00,BUTUAN CITY
5644,Kenneth,Becker,Female,1.67647,96,5/11/1987 0:00,PIO V. CORPUS
5645,Timothy,Barber,Female,2.074074,113,10/31/1985 0:00,CEBU CITY
5646,Bettie,Gonzales,Female,2.4,82,9/1/1984 0:00,CARMEN
5647,Lura,Ortega,Male,2.436,86,10/8/1984 0:00,MANUKAN
5648,Betty,Aguilar,Male,2.257692,69,6/2/1986 0:00,ORMOC CITY
5649,Dominic,Dunn,Female,1.54,89,5/8/1984 0:00,"CARCAR,"
5650,Frederick,Nunez,Female,1.285714,94,12/23/1987 0:00,LAPU-LAPU CITY
5651,Christine,Soto,Female,1.9,102,5/12/1984 0:00,TALISAY CITY
5652,Andre,Wise,Male,2.0125,93,5/25/1983 0:00,LAPULAPU CITY
5653,Cora,McCoy,Male,2.281818,112,11/19/1978 0:00,MINGLANILLA
5654,Mildred,Mack,Male,1.857142,97,4/9/1985 0:00,CEBU CITY
5655,Helena,Maldonado,Female,2.066666,90,11/17/1990 0:00,CEBU CITY
5656,Angel,Munoz,Male,1.8375,102,9/23/1990 0:00,CEBU CITY
5657,Ollie,McDonald,Male,2.73,95,9/16/1990 0:00,TALISAY
5658,Eddie,Nichols,Male,2.157142,96,12/1/1990 0:00,CEBU CITY
5659,Florence,Castro,Female,2.18,89,8/8/1990 0:00,CEBU CITY
5660,Rosa,Parks,Male,1.95,97,10/28/1990 0:00,CEBU CITY
5661,Lulu,Fuller,Female,2.335294,88,11/13/1989 0:00,LAPU-LAPU CITY
5662,Eric,Bowen,Male,1.725,86,1/17/1985 0:00,LAPU-LAPU CITY
5663,Fred,Hawkins,Female,1.795238,115,1/18/1988 0:00,LAPU-LAPU CIY
5664,Margaret,Guzman,Male,2.0375,125,10/9/1986 0:00,"CONSOLACION,"
5665,Ralph,Dixon,Female,2.065217,81,3/2/1985 0:00,CEBU CITY
5666,Jerome,Ramirez,Male,1.469565,116,11/20/1984 0:00,TOLEDO CITY
5667,Peter,Greer,Female,2.311538,95,7/31/1988 0:00,TALISAY CITY
5668,Sam,Steele,Female,1.452941,108,10/12/1984 0:00,CORDOVA
5669,Charles,Mendez,Female,1.70909,89,11/3/1990 0:00,MINGLANILLA
5670,Winifred,Townsend,Male,2.083333,102,10/22/1985 0:00,BANTAYAN
5671,Beatrice,Klein,Male,1.709523,105,5/22/1986 0:00,CEBU CITY
5672,Minnie,Bailey,Female,2.25909,97,11/19/1986 0:00,TALISAY CITY
5673,Leonard,Roberts,Female,1.660869,100,2/27/1986 0:00,LAPU-LAPU CITY
5674,Dollie,Gonzales,Male,1.77,104,8/24/1985 0:00,GUINDULMAN
5675,Tillie,Hoffman,Male,1.638461,118,8/12/1985 0:00,CEBU CITY
5676,Bruce,Nunez,Male,1.15,116,11/22/1970 0:00,BALAMBAN
5677,Lucille,Burns,Male,1.530434,111,8/11/1986 0:00,CEBU CITY
5678,Mollie,Washington,Female,2.242307,93,12/1/1985 0:00,Danao City
5679,Gavin,Thornton,Male,1.403846,101,10/15/1984 0:00,INABANGA
5680,Leila,Soto,Female,2.207692,81,9/5/1979 0:00,CEBU CITY
5681,Katherine,Steele,Male,1.423076,116,10/19/1984 0:00,LAPU-LAPU CITY
5682,Dorothy,Griffin,Female,1.41923,100,11/3/1985 0:00,MANDAUE CITY
5683,Lena,Palmer,Male,2.461538,99,1/1/1984 0:00,TUBIGON
5684,Hattie,Bryan,Female,1.560869,116,10/6/1982 0:00,MANDAUE CITY
5685,Mae,Hernandez,Female,1.711538,106,7/30/1986 0:00,Cebu City
5686,Cecilia,May,Female,2.084,101,6/21/1986 0:00,TABOGON
5687,Herman,Baldwin,Female,1.684615,86,6/15/1985 0:00,CEBU CITY
5688,Erik,Holmes,Male,2.06923,111,1/6/1986 0:00,CEBU CITY
